Id,Agency,Posting_Type,Nr_of_Positions,Classification,Job_Category,FullPart_Time,Career_Level,Salary_From,Salary_To,Salary_Frequency,Work_Location,Work_Unit,Posting_Date,Posting_Updated,Salary_Index,ACR
556855,DEPT OF ENVIRONMENT PROTECTION,External,3,Non-Competitive-5,"Engineering, Architecture, & Planning",P,Student,15.5,19.9,Hourly,96-05 Horace Harding Expway,CONSTRUCTION MANAGEMENT,10/25/2022,10/26/2022,17.7,DOEP
565868,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,"2389 Route 28A, Shokan, Ny",ASHOKAN - OE,01/09/2023,01/09/2023,17.243762993762992,DOEP
247403,LAW DEPARTMENT,Internal,1,Competitive-1,Clerical & Administrative Support,F,Experienced (non-manager),32888,53281,Annual,198 E 161st Street,Tort: Bronx,07/14/2016,08/05/2016,8.957276507276507,LD
564037,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),80557,111917,Annual,96-05 Horace Harding Expway,COLLECTIONS ENGINEERING,01/11/2023,01/11/2023,20.00769230769231,DOEP
565870,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Administration & Human Resources Building Operations & Maintenance,F,Manager,58700,161534,Annual,Bronx Neighborhood 05,Bronx Property Management,01/10/2023,01/10/2023,22.893347193347193,NHA
527817,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),55.29,55.29,Hourly,Manhattan Floating Staff,Manhattan Property Management,04/13/2022,05/12/2022,55.29,NHA
563190,DEPT OF ENVIRONMENT PROTECTION,External,3,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,PROJECT MANAGEMENT AND CONSTR.,12/20/2022,12/20/2022,22.066735966735965,DOEP
546335,LAW DEPARTMENT,External,1,Competitive-1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),36390,41848,Annual,"100 Church St., N.Y.",Operations,08/16/2022,08/16/2022,8.132848232848232,LD
568438,DEPT OF DESIGN & CONSTRUCTION,External,1,Non-Competitive-5,Communications & Intergovernmental Affairs,F,Experienced (non-manager),54100,62215,Annual,30-30 Thomson Ave L I City Qns,OCP/CREATIVE SERVICES,01/10/2023,01/11/2023,12.09095634095634,DODC
567622,TAXI & LIMOUSINE COMMISSION,Internal,1,Competitive-1,"Administration & Human Resources Communications & Intergovernmental Affairs Policy, Research & Analysis",F,Experienced (non-manager),40017,62820,Annual,"33 Beaver St, New York Ny",Exec. Office Finance & Admin,01/09/2023,01/10/2023,10.68991683991684,TAXI & LIMOUSINE COMMISSION
528522,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,"Technology, Data & Innovation Social Services",F,Experienced (non-manager),58700,121000,Annual,15 Metrotech,Mgmt Information System-NM,04/11/2022,06/17/2022,18.67983367983368,HDOSS
550138,MAYORS OFFICE OF CONTRACT SVCS,Internal,1,Pending Classification-2,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Finance, Accounting, & Procurement Policy, Research & Analysis",F,Manager,85000,91000,Annual,253 Broadway New York Ny,Agency Partners,10/26/2022,10/25/2022,18.295218295218294,MAYORS OFFICE OF CONTRACT SVCS
457764,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),74650,109409,Annual,669 County Road 38,UPSTATE CAPITAL CONSTR. - IFA,02/03/2021,02/05/2021,19.132952182952184,DOEP
440441,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,Health,P,Experienced (non-manager),29.98,31.16,Hourly,"125 Worth Street, Nyc",Food Safety & Community Sanit,07/28/2022,07/28/2022,30.57,DOHMH
554321,DEPT OF YOUTH & COMM DEV SRVS,External,1,Non-Competitive-5,Constituent Services & Community Programs,P,Entry-Level,15.5747,20.2064,Hourly,"2 Lafayette St., N.Y.",Child & Adult Care Food Prog.,10/27/2022,10/27/2022,17.890549999999998,DEPT OF YOUTH & COMM DEV SRVS
556494,NYC HOUSING AUTHORITY,External,1,Non-Competitive-5,"Policy, Research & Analysis",F,Executive,88936,223761,Annual,Equal Opportunity Department,Equal Opportunity Department,10/24/2022,11/21/2022,32.504885654885655,NHA
535386,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),110000,140000,Annual,5 Manhattan West,OPS/HRP Technical Services,06/15/2022,08/17/2022,25.987525987525988,FINANCIAL INFO SVCS AGENCY
534940,DEPARTMENT OF CORRECTION,External,8,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),239.84,249.28,Daily,"Hazen St-Sod-Supp.Svcs., E.Elm",F.M.R.D. Civilian,07/30/2022,08/04/2022,13.21945945945946,DOC
483286,NYC HOUSING AUTHORITY,External,4,Competitive-1,"Technology, Data & Innovation Building Operations & Maintenance",F,Manager,64922,173486,Annual,Elevator Svcs & Repair (C.O.),Elevator Services &Repair Dept,03/28/2022,03/28/2022,24.78253638253638,NHA
558439,LAW DEPARTMENT,Internal,1,Competitive-1,Legal Affairs,F,Experienced (non-manager),43197,49677,Annual,"100 Church St., N.Y.",Special Federal Litigation-F,11/02/2022,11/02/2022,9.654261954261955,LD
543888,POLICE DEPARTMENT,External,6,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),75000,180000,Annual,"1 Police Plaza, N.Y.",Strategic Technology Div/Civ,08/02/2022,01/06/2023,26.507276507276508,POLICE DEPARTMENT
553410,LAW DEPARTMENT,Internal,2,Competitive-1,Legal Affairs,F,Experienced (non-manager),43197,49677,Annual,"100 Church St., N.Y.",Labor & Employment Law Div F,09/29/2022,10/13/2022,9.654261954261955,LD
554051,OFFICE OF MANAGEMENT & BUDGET,Internal,1,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,51550,73806,Annual,255 Greenwich Street,Office of Budget Review,10/04/2022,10/04/2022,13.03076923076923,OFFICE OF MANAGEMENT & BUDGET
548196,DEPARTMENT OF CORRECTION,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),75000,130000,Annual,75-20 Astoria Blvd,Information Systems-Admin,08/29/2022,08/29/2022,21.30977130977131,DOC
527828,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),36.95,36.95,Hourly,Manhattan Floating Staff,Manhattan Property Management,04/11/2022,05/12/2022,36.95,NHA
557269,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),53797,63486,Annual,30-30 Thomson Ave L I City Qns,HRSD/EXECUTIVE,12/09/2022,12/09/2022,12.19158004158004,DODC
552699,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),38333,50000,Annual,"125 Worth Street, Nyc",Child Care,12/14/2022,12/14/2022,9.182224532224533,DOHMH
464235,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Entry-Level,49328,56727,Annual,100 Gold Street,OFFICE OF BROWNFIELDS,05/25/2021,11/18/2021,11.024428274428274,DOEP
527894,ADMIN FOR CHILDREN'S SVCS,External,1,Non-Competitive-5,Social Services,F,Manager,58700,102226,Annual,2501 Grand Concourse,Bronx Zone B (DCP),06/30/2022,12/06/2022,16.72827442827443,AFCS
496363,FIRE DEPARTMENT,Internal,1,Non-Competitive-5,Health,F,Manager,97830,199650,Annual,"9 Metrotech Center, Brooklyn N",Medical Director,09/14/2022,09/14/2022,30.923076923076923,FIRE DEPARTMENT
549966,DEPT OF ENVIRONMENT PROTECTION,External,11,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,51413,59125,Annual,59-17 Junction Blvd Corona Ny,"CAP. PLAN. - ADMIN.,BLUEBELT",09/14/2022,09/14/2022,11.490436590436591,DOEP
541775,DEPT. OF HOMELESS SERVICES,External,2,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),62470,80008,Annual,"33 Beaver St, New York Ny",Housing Emergency Ref Op,08/18/2022,08/20/2022,14.81060291060291,DEPT. OF HOMELESS SERVICES
563907,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),90114,122168,Annual,96-05 Horace Harding Expway,PROJECT MANAGEMENT AND CONSTR.,01/09/2023,01/09/2023,22.066735966735965,DOEP
543428,DEPT OF HEALTH/MENTAL HYGIENE,External,4,Competitive-1,Health,F,Experienced (non-manager),43074,49535,Annual,"520 1St Ave., N.Y.",OCME-Operations,08/01/2022,08/01/2022,9.626715176715177,DOHMH
537791,DEPARTMENT OF CORRECTION,External,6,Competitive-1,Building Operations & Maintenance,F,Experienced (non-manager),581.12,581.12,Daily,"Hazen St-Sod-Supp.Svcs., E.Elm",F.M.R.D. Civilian,06/30/2022,10/04/2022,31.41189189189189,DOC
546375,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Competitive-1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),45722,45722,Annual,NYC - All Boroughs,Food Safety & Community Sanit,10/24/2022,10/24/2022,9.505613305613306,DOHMH
563754,DEPARTMENT OF CORRECTION,External,1,Non-Competitive-5,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),95000,105000,Annual,75-20 Astoria Blvd,Investigation Division,12/07/2022,12/07/2022,20.79002079002079,DOC
535247,DEPT OF CITYWIDE ADMIN SVCS,External,1,Competitive-1,Building Operations & Maintenance,F,Manager,90000,100000,Annual,"1 Centre St., N.Y.",Office of Energy Conservatio,12/27/2022,12/27/2022,19.75051975051975,DEPT OF CITYWIDE ADMIN SVCS
564771,HOUSING PRESERVATION & DVLPMNT,Internal,1,Non-Competitive-5,"Policy, Research & Analysis",F,Experienced (non-manager),72500,77500,Annual,100 Gold Street,Strategic Ops & Analytics,12/14/2022,01/09/2023,15.592515592515593,HPD
546291,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,77921,Annual,30-30 Thomson Ave L I City Qns,Infra/Constr. Mgmt2/S.East Qns,11/29/2022,12/12/2022,15.143243243243242,DODC
562717,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Social Services,F,Experienced (non-manager),37748,57043,Annual,375 Pearl Street,Office Of Revenue/Admin-NM,12/30/2022,12/30/2022,9.853534303534303,HDOSS
539582,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),57078,85646,Annual,96-05 Horace Harding Expway,Program Management,07/16/2022,07/16/2022,14.836174636174636,DOEP
563012,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Engineering, Architecture, & Planning",F,Entry-Level,65208,95993,Annual,96-05 Horace Harding Expway,OGI- IFA,12/05/2022,12/05/2022,16.756860706860707,DOEP
568078,CONSUMER AND WORKER PROTECTION,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),40017,52242,Annual,"42 Broadway, N.Y.",General Counsel's Office,01/09/2023,01/09/2023,9.59033264033264,CONSUMER AND WORKER PROTECTION
568416,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),110000,120000,Annual,5 Manhattan West,OPS/Technical Systems,01/10/2023,01/10/2023,23.908523908523907,FINANCIAL INFO SVCS AGENCY
551682,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),94715,136260,Annual,96-05 Horace Harding Expway,ENVIRON HEALTH/SAFETY - BWT,09/20/2022,09/20/2022,24.00987525987526,DOEP
562678,HRA/DEPT OF SOCIAL SERVICES,Internal,6,Competitive-1,Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,F,Experienced (non-manager),37748,57043,Annual,375 Pearl Street,Office Of Revenue/Admin-NM,12/29/2022,12/29/2022,9.853534303534303,HDOSS
533003,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,"Finance, Accounting, & Procurement Health",NA,Experienced (non-manager),51132,58802,Annual,295 Flatbush Ext Brooklyn,Clinical Informatics,08/24/2022,11/23/2022,NA,DOHMH
521200,DEPARTMENT OF TRANSPORTATION,External,2,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,80000,Annual,55 Water St Ny Ny,Office of Bicycle/Pedes Prgms,02/26/2022,03/16/2022,15.35935550935551,DOT
554081,DEPARTMENT OF TRANSPORTATION,External,1,Competitive-1,Constituent Services & Community Programs,F,Experienced (non-manager),53702,146121,Annual,55 Water St Ny Ny,Franchise/Concessions/Consents,10/06/2022,10/06/2022,20.771621621621623,DOT
534222,DEPT OF PARKS & RECREATION,Internal,44,Competitive-1,Constituent Services & Community Programs,F,Entry-Level,41660,47909,Annual,105 St & 5 Ave,Central Recreation,06/03/2022,06/22/2022,9.31070686070686,DEPT OF PARKS & RECREATION
540669,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,Health,F,Experienced (non-manager),54100,62215,Annual,485 Throop Ave Brooklyn,CHECW - BKLYN.NEGHBHD HLTH.,01/06/2023,01/05/2023,12.09095634095634,DOHMH
503641,NYC HOUSING AUTHORITY,External,2,Competitive-1,Building Operations & Maintenance,F,Entry-Level,44.82,44.82,Hourly,Bronx Floating Staff,Bronx Property Management,12/03/2021,12/13/2021,44.82,NHA
272382,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),60673,91795,Annual,96-05 Horace Harding Expway,ENVIRON HEALTH/SAFETY - BWSO,11/17/2016,11/17/2016,15.84906444906445,DOEP
544494,DEPT. OF HOMELESS SERVICES,External,1,Competitive-1,Social Services,F,Experienced (non-manager),39963,45957,Annual,"260 Eleventh Ave., N.Y.",Street Homelessness Solutions,08/06/2022,08/19/2022,8.931392931392931,DEPT. OF HOMELESS SERVICES
167179,NYC EMPLOYEES RETIREMENT SYS,Internal,1,Competitive-1,Information Technology & Telecommunications,F,Experienced (non-manager),87203,131623,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,11/19/2014,11/19/2014,22.746985446985448,NYC EMPLOYEES RETIREMENT SYS
556771,NYC HOUSING AUTHORITY,External,1,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Experienced (non-manager),54100,83981,Annual,Office of the Vice President,"VP-Purchasing, Logistics & Inv",11/17/2022,12/13/2022,14.353534303534303,NHA
556453,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,Constituent Services & Community Programs Health,F,Experienced (non-manager),47418,69462,Annual,160 West 100Th Street Ny,MIRH Nurse Family Partnership,10/28/2022,10/28/2022,12.14968814968815,DOHMH
559235,HRA/DEPT OF SOCIAL SERVICES,Internal,1,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Experienced (non-manager),75504,94761,Annual,4 World Trade Center,Budget Administration-NM,11/25/2022,11/25/2022,17.699064449064448,HDOSS
567636,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),101016,105000,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E/Architecture,01/09/2023,01/09/2023,21.415384615384614,DODC
526514,NYC HOUSING AUTHORITY,External,16,Non-Competitive-5,"Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,Entry-Level,38333,63794,Annual,Mold ASMT & Remediation-DIR,Mold Asmt & Remediation,04/01/2022,12/05/2022,10.616112266112266,NHA
538175,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,Communications & Intergovernmental Affairs Social Services,F,Manager,72038,120000,Annual,75-20 Astoria Blvd,Adult Offender Pgms.,07/01/2022,08/05/2022,19.962370062370063,DOC
533757,DEPARTMENT OF CORRECTION,External,2,Non-Competitive-5,"Policy, Research & Analysis",F,Experienced (non-manager),84468,97138,Annual,75-20 Astoria Blvd,Commissioner,05/26/2022,07/15/2022,18.877962577962577,DOC
539168,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Non-Competitive-5,Health,F,Experienced (non-manager),32520,37398,Annual,42-09 28th Street,Public Information,01/03/2023,01/03/2023,7.267983367983368,DOHMH
553299,DEPARTMENT OF TRANSPORTATION,External,3,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,Bridge Repair/Flags,12/06/2022,12/06/2022,17.243762993762992,DOT
554971,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),60718,73049,Annual,30-30 Thomson Ave L I City Qns,INFRA/PGRM MGT/ENGNRNG SUP SRV,11/29/2022,12/05/2022,13.905093555093556,DODC
541999,BRONX DISTRICT ATTORNEY,External,2,Exempt-4,"Communications & Intergovernmental Affairs Legal Affairs Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),80000,80000,Annual,265 E 161st Street,Assistant District Attorney,07/22/2022,07/22/2022,16.632016632016633,BRONX DISTRICT ATTORNEY
554185,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64922,173486,Annual,"10 Walker Rd, Valhalla NY10595",UPSTATE CAPITAL CONSTR. - IFA,10/25/2022,12/16/2022,24.78253638253638,DOEP
563680,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),80557,111917,Annual,96-05 Horace Harding Expway,PROJECT MANAGEMENT AND CONSTR.,01/09/2023,01/09/2023,20.00769230769231,DOEP
552389,OFFICE OF THE COMPTROLLER,Internal,1,Non-Competitive-5,"Finance, Accounting, & Procurement",F,Manager,110000,133900,Annual,"1 Centre St., N.Y.",Asset Management,09/23/2022,09/23/2022,25.353430353430355,OFFICE OF THE COMPTROLLER
565817,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,Administration & Human Resources,F,Entry-Level,40017,62820,Annual,Bronx Neighborhood 02,Bronx Property Management,01/13/2023,01/13/2023,10.68991683991684,NHA
561741,ADMIN FOR CHILDREN'S SVCS,External,5,Competitive-1,Social Services,F,Experienced (non-manager),42731,42731,Annual,"492 First Avenue, New York, Ny",Children's Center,01/12/2023,01/12/2023,8.883783783783784,AFCS
521823,LAW DEPARTMENT,Internal,1,Competitive-1,Communications & Intergovernmental Affairs,F,Experienced (non-manager),36390,41848,Annual,"350 Jay St, Brooklyn  Ny",Operations,02/25/2022,02/25/2022,8.132848232848232,LD
544330,DEPT OF PARKS & RECREATION,Internal,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),90000,100000,Annual,24 West 61 Street,Information Technology,08/05/2022,09/12/2022,19.75051975051975,DEPT OF PARKS & RECREATION
542354,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,"Policy, Research & Analysis",NA,Experienced (non-manager),61302,70497,Annual,75-20 Astoria Blvd,Strategic Plning & Plcy Dvlpm,07/30/2022,07/30/2022,NA,DOC
566095,LAW DEPARTMENT,Internal,1,Competitive-1,"Finance, Accounting, & Procurement Building Operations & Maintenance",P,Experienced (non-manager),18.7318,21.5419,Hourly,"100 Church St., N.Y.",Admin. Services (Part-Time),12/23/2022,12/28/2022,20.13685,LD
540250,FIRE DEPARTMENT,Internal,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),79620,91563,Annual,"9 Metrotech Center, Brooklyn N",Legal-Office of the Counsel,07/15/2022,07/15/2022,17.794490644490644,FIRE DEPARTMENT
562400,OFFICE OF MANAGEMENT & BUDGET,External,1,Pending Classification-2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,51550,73806,Annual,255 Greenwich Street,Community Development,11/23/2022,11/28/2022,13.03076923076923,OFFICE OF MANAGEMENT & BUDGET
534493,DEPT. OF HOMELESS SERVICES,External,75,Non-Competitive-5,Social Services,F,Experienced (non-manager),54100,62215,Annual,"260 Eleventh Ave., N.Y.",Street Homelessness Solutions,06/03/2022,12/20/2022,12.09095634095634,DEPT. OF HOMELESS SERVICES
468476,NYC HOUSING AUTHORITY,External,1,Competitive-1,"Policy, Research & Analysis",F,Manager,80931,208826,Annual,Public Housing Op - DIR,Public Housing Tenancy Ops,08/04/2021,08/30/2021,30.12027027027027,NHA
551990,DEPARTMENT OF CORRECTION,Internal,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),100000,140000,Annual,75-20 Astoria Blvd,Information Systems-Admin,09/20/2022,11/22/2022,24.948024948024948,DOC
558015,NYC HOUSING AUTHORITY,Internal,1,Competitive-1,"Technology, Data & Innovation",F,Manager,80931,208826,Annual,I&O-Application Mgt & Support,NOT USED,11/10/2022,12/20/2022,30.12027027027027,NHA
466860,DEPT OF ENVIRONMENT PROTECTION,External,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),50972,82730,Annual,59-17 Junction Blvd Corona Ny,PAYMENTS AND ACCOUNTING,07/06/2021,07/06/2021,13.898336798336798,DOEP
559114,OFFICE OF EMERGENCY MANAGEMENT,External,1,Pending Classification-2,"Policy, Research & Analysis",P,Manager,40,58,Hourly,165 Cadman Plaza East,Risk Reduction & Recovery Bure,01/06/2023,01/06/2023,49,OFFICE OF EMERGENCY MANAGEMENT
541785,DEPARTMENT OF TRANSPORTATION,External,1,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),79620,117541,Annual,55 Water St Ny Ny,Legal Affairs,07/27/2022,07/27/2022,20.494906444906444,DOT
544212,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,"Health Policy, Research & Analysis",F,Experienced (non-manager),75504,86830,Annual,30-30 47TH AVE,Public Health Engineering,01/03/2023,01/03/2023,16.874636174636176,DOHMH
221045,NYC EMPLOYEES RETIREMENT SYS,Internal,1,Competitive-1,Information Technology & Telecommunications,NA,Experienced (non-manager),89383,134914,Annual,"335 Adams Street, Brooklyn Ny",Executive Management,10/30/2015,10/30/2015,NA,NYC EMPLOYEES RETIREMENT SYS
357845,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,Health,F,Experienced (non-manager),78429,78429,Annual,"1 Fordham Plaza, Bronx",SH Nursing Services & Prof Dev,08/08/2018,08/08/2018,16.305405405405406,DOHMH
567839,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,Health,F,Experienced (non-manager),75504,86830,Annual,42-09 28th Street,Mental Health,01/09/2023,01/10/2023,16.874636174636176,DOHMH
568033,DEPT OF DESIGN & CONSTRUCTION,External,1,Competitive-1,"Technology, Data & Innovation",F,Experienced (non-manager),57078,65640,Annual,30-30 Thomson Ave L I City Qns,INFRASTRUCTURE/DESIGN/EXEC,01/09/2023,01/10/2023,12.756548856548857,DODC
567667,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Competitive-1,"Finance, Accounting, & Procurement",F,Experienced (non-manager),62470,71840,Annual,30-30 Thomson Ave L I City Qns,F&P/Cb&Payments/Cap.Budg.Admin,01/11/2023,01/11/2023,13.961538461538462,DODC
546705,FINANCIAL INFO SVCS AGENCY,External,1,Non-Competitive-5,"Technology, Data & Innovation",F,Experienced (non-manager),110000,120000,Annual,5 Manhattan West,OPS/Technical Systems,08/18/2022,01/10/2023,23.908523908523907,FINANCIAL INFO SVCS AGENCY
557135,TECHNOLOGY & INNOVATION,Internal,10,Non-Competitive-5,"Technology, Data & Innovation",NA,Experienced (non-manager),75000,180000,Annual,80 Maiden Lane,CYBER ADMIN & OPERATIONS,12/19/2022,01/10/2023,NA,TECHNOLOGY & INNOVATION
562781,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,Health,F,Experienced (non-manager),47155,54228,Annual,42-09 28th Street,STI Programs,01/06/2023,01/06/2023,10.53877338877339,DOHMH
526214,FIRE DEPARTMENT,External,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),65160,90603,Annual,"9 Metrotech Center, Brooklyn N",Legal Enforcement,07/12/2022,07/12/2022,16.191580041580043,FIRE DEPARTMENT
549000,DEPARTMENT OF TRANSPORTATION,External,4,Competitive-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),67757,98128,Annual,55 Water St Ny Ny,Bridge Inspection,11/21/2022,11/21/2022,17.243762993762992,DOT
535215,LAW DEPARTMENT,Internal,1,Competitive-1,Legal Affairs,F,Experienced (non-manager),43197,49677,Annual,"100 Church St., N.Y.",Special Federal Litigation-F,06/14/2022,06/28/2022,9.654261954261955,LD
526226,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Non-Competitive-5,Health,NA,Experienced (non-manager),75504,86830,Annual,42-09 28th Street,Immunization Registry,12/30/2022,12/30/2022,NA,DOHMH
547339,DEPARTMENT OF SANITATION,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),47418,69462,Annual,59 Maiden Lane,Human Resources,08/29/2022,12/08/2022,12.14968814968815,DEPARTMENT OF SANITATION
546378,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Competitive-1,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),45722,45722,Annual,NYC - All Boroughs,Food Safety & Community Sanit,10/24/2022,10/24/2022,9.505613305613306,DOHMH
550498,POLICE DEPARTMENT,Internal,2,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),36390,55228,Annual,"1 Police Plaza, N.Y.",Human Resources Division/Civ.,12/05/2022,12/05/2022,9.523700623700623,POLICE DEPARTMENT
503623,FIRE DEPARTMENT,Internal,1,Competitive-1,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),53057,61015,Annual,"9 Metrotech Center, Brooklyn N",Management Support,01/13/2023,01/13/2023,11.857796257796258,FIRE DEPARTMENT
559799,HRA/DEPT OF SOCIAL SERVICES,External,1,Competitive-1,Administration & Human Resources Social Services,F,Experienced (non-manager),58695,67499,Annual,4 World Trade Center,Employment/Contract Svcs-NM,11/04/2022,11/07/2022,13.117879417879418,HDOSS
465593,DEPT OF ENVIRONMENT PROTECTION,External,2,Competitive-1,Constituent Services & Community Programs,F,Experienced (non-manager),65731,97873,Annual,59-17 Junction Blvd Corona Ny,Contract Opportunities,06/11/2021,06/11/2021,17.006652806652806,DOEP
543344,NYC HOUSING AUTHORITY,External,7,Competitive-1,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Experienced (non-manager),76294,76294,Annual,Budget-Office Of Director,Financial Planning & Analysis,09/21/2022,10/13/2022,15.861538461538462,NHA
567970,CONSUMER AND WORKER PROTECTION,External,1,Competitive-1,Administration & Human Resources,F,Experienced (non-manager),32850,40017,Annual,"42 Broadway, N.Y.",Licensing Customer Service,01/09/2023,01/09/2023,7.574532224532224,CONSUMER AND WORKER PROTECTION
556517,ADMIN FOR CHILDREN'S SVCS,Internal,3,Non-Competitive-5,Legal Affairs,F,Experienced (non-manager),71423,82137,Annual,"150 William Street, New York N",Family Court Legal Svcs-Fcls,10/21/2022,01/03/2023,15.962577962577962,AFCS
541726,DEPARTMENT OF FINANCE,External,34,Pending Classification-2,Legal Affairs,P,Experienced (non-manager),57.99,57.99,Hourly,NYC - All Boroughs,Aljs - P/T,08/18/2022,01/03/2023,57.99,DEPARTMENT OF FINANCE
